kind,etag,id,content_details_video_id,content_details_video_published_at
youtube#playlistItem,fbwkPKMRrV9fShYy7wvb843JDi4,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlFvU1doSkoyc29n,QoSWhJJ2sog,2020-11-16T09:08:40Z
youtube#playlistItem,gdsHY5LFc0tA4L7Lz_dqX0tYRhA,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnhFTUVHN2Vib0ZV,xEMEG7eboFU,2020-11-12T10:48:36Z
youtube#playlistItem,2HvlON0hz5FizwY3PozfFv8WDGY,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLllndGk5SlVVdTFj,Ygti9JUUu1c,2020-11-11T15:10:09Z
youtube#playlistItem,SKMQsBGekWl6Z2CrT3QQz9Ci3e8,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjVYVWxXeFBqc3Zr,5XUlWxPjsvk,2020-11-11T11:21:57Z
youtube#playlistItem,I9wI2SwEyJOuRNtA2P8eqnckGVk,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkg2VFpGbHJpUXJz,H6TZFlriQrs,2020-11-10T07:41:10Z
youtube#playlistItem,Y6YbxSbuleun780V51stQaSk5mo,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnJwdmJqYjViTnY0,rpvbjb5bNv4,2020-11-09T08:58:44Z
youtube#playlistItem,ko1-DZyFk5XG-LT34p0R7rpLTH4,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLm5SRGRHbUVLaTJB,nRDdGmEKi2A,2020-11-05T13:16:29Z
youtube#playlistItem,WH73fDODMNhsyEiP-KZYM4vdzpk,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkpIT1lJbFpJYVpn,JHOYIlZIaZg,2020-11-05T09:33:51Z
youtube#playlistItem,HCOPb4epSl1fV7twMoI6FthqT8U,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjFSSlU4MFlaOEc0,1RJU80YZ8G4,2020-11-04T07:18:42Z
youtube#playlistItem,GuCaI1YPTfwM-CxsSmR4s7t_H54,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjdCNGE1OWVWOFdr,7B4a59eV8Wk,2020-11-03T10:30:44Z
youtube#playlistItem,72cjL8VlDG1bDGnmqiLus-mjxP8,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmtsa1dnQUhVSjFn,klkWgAHUJ1g,2020-11-02T10:42:14Z
youtube#playlistItem,uIqWI7Lsy40IGzoPr0G0O03T5Gw,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnV3YVFtN3FEdEhV,uwaQm7qDtHU,2020-10-29T09:49:06Z
youtube#playlistItem,_9XP07iPgypyDcUITGt19V-K5bk,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlFKQmp1N2pYdUNn,QJBju7jXuCg,2020-10-28T19:00:08Z
youtube#playlistItem,pyqcuaMSVyh9dBHWMsUgOcJlvDc,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlNxblhvdkJWZDRj,SqnXovBVd4c,2020-10-28T11:21:58Z
youtube#playlistItem,PNWcfZIO7QI4vWAhxldBsCQ-sCE,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlIwZ0pqSlJYQXNR,R0gJjJRXAsQ,2020-10-28T11:13:02Z
youtube#playlistItem,wdAHg-kdhG0jNtRk-DcH6zRHnKQ,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkRvVzRFclViSXhR,DoW4ErUbIxQ,2020-10-27T13:03:03Z
youtube#playlistItem,7-VXBGmW46xWdsCtXu-65Yqk-eo,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLktsVUR5ek1fMmx3,KlUDyzM_2lw,2020-10-26T13:52:05Z
youtube#playlistItem,asIHdKBb5sod5Y5U7yufRWLxlgs,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlMyWWVYalhIRVh3,S2YeXjXHEXw,2020-10-23T11:46:12Z
youtube#playlistItem,D59K__TmiGorifC8oYBtDf9sCcU,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnBzNzhSTjN2TVhn,ps78RN3vMXg,2020-10-22T11:54:35Z
youtube#playlistItem,QG9iYb8DGgI_JltD9SPqF6tqrjU,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkpINW45UFhjTWg4,JH5n9PXcMh8,2020-10-21T11:48:34Z
youtube#playlistItem,DauhPxENOKcoGvMbUNnKJu7DIfs,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLm8xYkRPdHk3TzVj,o1bDOty7O5c,2020-10-21T11:42:03Z
youtube#playlistItem,qbC4aZl_VPfy1yPwyBFiUf4yAm8,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjhxaXZRWUxUMVRB,8qivQYLT1TA,2020-10-20T14:25:38Z
youtube#playlistItem,QDXKjMEhb8NkI_dgMCBlGw6xR5k,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnJrazNpMjB1MHhB,rkk3i20u0xA,2020-10-19T08:30:45Z
youtube#playlistItem,-9GQJRPilvPoIMb3Z9vS3fIbEJY,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnc5RXF5eEljdFE4,w9EqyxIctQ8,2020-10-15T13:41:21Z
youtube#playlistItem,z0hNypslOPqZxQUb91OLX1Jq9U4,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLk1pcFR6VUpmOUgw,MipTzUJf9H0,2020-10-14T12:04:49Z
youtube#playlistItem,16Td6gUxFmpaTPUiwCdW2D9rM94,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkhfNTR4ZmpQN0hZ,H_54xfjP7HY,2020-10-14T10:36:50Z
youtube#playlistItem,dN9fLaLPEpvkirsqEbW_EaU6rAw,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlRWS1ZQMnFHR09z,TVKVP2qGGOs,2020-10-13T10:44:15Z
youtube#playlistItem,y9qFp_XXecZGcDwvvfb0q0F2Vzw,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmkzTTktd0VVaXJz,i3M9-wEUirs,2020-10-12T14:30:49Z
youtube#playlistItem,PLtbEhbtTCtSeI1hrMoj_8aIgdk,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLl8wMGRqZXkzLWlz,_00djey3-is,2020-10-07T14:54:52Z
youtube#playlistItem,WpcZ7ezZC8sVY7AIchHveYDbN9I,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLi1QQ2NNbm03VG4w,-PCcMnm7Tn0,2020-10-01T10:26:26Z
youtube#playlistItem,TFYnOtogCl7H9rUzoyb9LerQKPw,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLl81MVlScmZRRU0w,_51YRrfQEM0,2020-09-30T12:39:32Z
youtube#playlistItem,QiQ0jVlUN4UNImtMXgo55pW-vyM,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLldKLWZRNVViS013,WJ-fQ5UbKMw,2020-09-30T12:23:30Z
youtube#playlistItem,aXod99MDaRXbgAWpNPeIVdltw4w,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLncwMXlONUZUWVE0,w01yN5FTYQ4,2020-09-29T13:15:22Z
youtube#playlistItem,kO1x37u5jdWqk_Db5jywofaYqO8,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjI5RmRZbUdPSjZJ,29FdYmGOJ6I,2020-09-28T08:55:46Z
youtube#playlistItem,LiuPGv-ZRwCdNJyVoO8RZ6hVGUY,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjhURHFEWmNZajk0,8TDqDZcYj94,2020-09-24T10:46:57Z
youtube#playlistItem,in0OceLk1qkFWY1XSNdO_POLyPI,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlJfSjNERUl6bkw4,R_J3DEIznL8,2020-09-23T14:21:50Z
youtube#playlistItem,fcu0H3BViT1vxxJA3j_xTu_WVKA,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkdFd1BWbVprN3ZZ,GEwPVmZk7vY,2020-09-23T09:44:54Z
youtube#playlistItem,7VH2a6W2qyF-W9PtHqNIMLL_kIY,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmhsczhRTGQ2ZjNZ,hls8QLd6f3Y,2020-09-22T09:04:42Z
youtube#playlistItem,sgWu5PNsTb1XNJrFEFMsLJvkoWk,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkRfX3dIQ18wdm84,D__wHC_0vo8,2020-09-21T08:45:06Z
youtube#playlistItem,w2sErJ1i3af1cEAb3gxYQeQPDV8,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnBjMHVFYmRZbkQ4,pc0uEbdYnD8,2020-09-17T12:20:54Z
youtube#playlistItem,J-orkvNR7M0AtO1Deaora9x3hSI,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjhxck56UzV6OWtV,8qrNzS5z9kU,2020-09-16T08:34:43Z
youtube#playlistItem,oBqAHeUrXKYMAAPYsC0b_vLJx3k,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkRHZ1Joc1Q4RGI0,DGgRhsT8Db4,2020-09-16T08:25:23Z
youtube#playlistItem,EFTzFw1yl_y0UQXkk53d3iGVJzI,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlJWRGVBZ3VseW0w,RVDeAgulym0,2020-09-15T09:40:06Z
youtube#playlistItem,iRTHfooDaf8gKb14KFDXWjEtTDw,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjNGLXhoVTlsZTJn,3F-xhU9le2g,2020-09-14T11:38:59Z
youtube#playlistItem,qOoCxPCt3D-85dqWzrzwk7C_A1U,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkNlM2ZvRVI4SDhv,Ce3foER8H8o,2020-09-10T07:18:21Z
youtube#playlistItem,73sI3X-W_mvVzyFZ_EvNc6lGr78,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkZmaE1kWC1KUTNv,FfhMdX-JQ3o,2020-09-09T16:02:02Z
youtube#playlistItem,_7j0o66cO88ab5kUTY3K0q2NOLo,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmF4UTg5ZkdSUk1J,axQ89fGRRMI,2020-09-09T09:19:50Z
youtube#playlistItem,hucwhxWkcBFkTYGT9Es8zWL7Ri8,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnkwQUcyUWR1WFNn,y0AG2QduXSg,2020-09-08T08:56:22Z
youtube#playlistItem,9loHJv4rckXf71BYnkGJ85jsxj4,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmlDSWRZbjBjaC13,iCIdYn0ch-w,2020-09-07T12:42:35Z
youtube#playlistItem,-4vkrhYuJvBOr8YtgvgF4KUqZwY,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkJUTDV0QWx4V1pZ,BTL5tAlxWZY,2020-09-03T12:01:47Z
youtube#playlistItem,keycSR92q6Yzo9_zrTKQaS9DzSo,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLklFVHlqdWFxQktz,IETyjuaqBKs,2020-09-02T17:09:56Z
youtube#playlistItem,uQNCRuRROGUnQyWEjzoGO15WkAk,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlNnNFd4SlRWYTM4,Sg4WxJTVa38,2020-09-02T17:05:25Z
youtube#playlistItem,LK-cgbexf0O-aKf15Rdh-rl0Rlc,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLm9Xa1E3aUc4ZU53,oWkQ7iG8eNw,2020-09-01T11:45:02Z
youtube#playlistItem,cn-p7ApRt2a2zVcqWfdUXoMVr9w,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkZiTlF5dTg2VzRv,FbNQyu86W4o,2020-08-31T08:39:05Z
youtube#playlistItem,Ol-tqLdYqUo7w--ZcRdCjHJgB_c,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjhBMDV6MXZHN3BV,8A05z1vG7pU,2020-08-27T13:39:55Z
youtube#playlistItem,d6BqqPuWXXXQWvF4Fv_rIGn89sk,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlBESUNkdlNRQmJZ,PDICdvSQBbY,2020-08-26T11:57:52Z
youtube#playlistItem,zd6ZBceTS0T475nPRF3Xik_6Rdo,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjROQl93d2JQT1Y0,4NB_wwbPOV4,2020-08-26T09:43:39Z
youtube#playlistItem,ZTUZ_bg84MXmvL0A_cMcsCO1LfE,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlo2Z19NT08tQ0t3,Z6g_MOO-CKw,2020-08-25T12:22:25Z
youtube#playlistItem,MvhTUtV4M9hAndxA_IfVMGFlXpI,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjZkeU51WEFYNUVv,6dyNuXAX5Eo,2020-08-24T06:56:51Z
youtube#playlistItem,BWAEPEBWWWQce_WIXb3hELZ_ac0,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkE0dnZRa0NvVEpN,A4vvQkCoTJM,2020-08-20T14:37:14Z
youtube#playlistItem,2JnygHe0zMyGdtJdRk0pcW47AN0,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjU1UWhiZjBEck5z,55Qhbf0DrNs,2020-08-19T13:00:52Z
youtube#playlistItem,C1Wk5DuSqlieTW65iuHE9kAEPg8,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkdHejlVNW44b19V,GGz9U5n8o_U,2020-08-19T10:05:24Z
youtube#playlistItem,wrsSJs1z_bYlbJOGsCXmw1K9Jrw,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjBCdlMyMWhBQjg4,0BvS21hAB88,2020-08-18T12:50:37Z
youtube#playlistItem,QTfHSQQIvH2Nxj_WFz-dcL7uhA0,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnRkRTJ6SmIzZHln,tdE2zJb3dyg,2020-08-17T10:08:07Z
youtube#playlistItem,89XnX5BT77YA5pvZnRgCpop8df0,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmhBdGItSmQ5MmdB,hAtb-Jd92gA,2020-08-13T14:48:49Z
youtube#playlistItem,yzHXdFkiTnYhKmDq5P0D2LqSfiA,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkRORXljTGFfTTNz,DNEycLa_M3s,2020-08-12T11:24:19Z
youtube#playlistItem,Twbu_GLYtLtzvtERtEKczl8GA64,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmZwaXltbDdVYm9r,fpiyml7Ubok,2020-08-12T09:17:13Z
youtube#playlistItem,gEqPngA-QloRMM7p8SsiRuPLBWs,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLldkUUdDSjBPWi1j,WdQGCJ0OZ-c,2020-08-11T10:13:50Z
youtube#playlistItem,pNbRDpp1MujBPIyZJMq2NE9cqP0,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmNZRnpZSG9leFRB,cYFzYHoexTA,2020-08-10T10:46:15Z
youtube#playlistItem,8Gi4FvfQ2ixJEdCgc0IkptOKiB4,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLi1jYzQyYV9mMTM0,-cc42a_f134,2020-08-06T09:23:26Z
youtube#playlistItem,8JGOTbJe-7CHWbdjILKoeX1acBg,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlhST1RlQWpHeUw4,XROTeAjGyL8,2020-08-05T12:43:27Z
youtube#playlistItem,8UPhAbc2SSrKskxij-qgVpc6wp8,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlBfNUJnc0VYdW13,P_5BgsEXumw,2020-07-29T09:26:48Z
youtube#playlistItem,MMRntg0frXDpzXz8N_mq9aa4FiA,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnNXOE5NMHJ3LTVv,sW8NM0rw-5o,2020-07-22T09:30:07Z
youtube#playlistItem,we9SafQ3ZxRrWeTrq2X9Yc0oAm4,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLm4tcHVzUTYwMkg0,n-pusQ602H4,2020-07-16T14:29:36Z
youtube#playlistItem,-94gx77Usa-56b7UFFIx2gkiD3g,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLm16ZEJfM09xUHV3,mzdB_3OqPuw,2020-07-15T09:01:31Z
youtube#playlistItem,wMJGE2mmVVDwtQ378oPAXtE3Bpk,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlhncVlLN1ZueUFN,XgqYK7VnyAM,2020-07-15T08:56:16Z
youtube#playlistItem,fv9_yJMOxG-xnh3wrUOgDCvZuLg,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlVscHhia0J0ZTN3,UlpxbkBte3w,2020-07-14T10:02:48Z
youtube#playlistItem,y2VuABe82-EspyS6c01L4kH-GRs,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkJkdlhxQXFWTGRJ,BdvXqAqVLdI,2020-07-13T10:10:09Z
youtube#playlistItem,SWduokOHpJIQSUfYOUEhVYWg_W4,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjhKV1VVVUZ0cHRV,8JWUUUFtptU,2020-07-09T15:47:31Z
youtube#playlistItem,yczJQUq8Y2b6Jc2t79GLmd_sTM0,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnVpclFySVJjREVn,uirQrIRcDEg,2020-07-08T12:24:56Z
youtube#playlistItem,8DIGnYhdyq0fqkJF-aBEaZ6R7oo,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkRtaDhia3J6ZmJz,Dmh8bkrzfbs,2020-07-08T09:19:11Z
youtube#playlistItem,echU_ZuQKigClt9EkzTLzGxC7SE,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjFLa05kVndteXlj,1KkNdVwmyyc,2020-07-07T13:07:32Z
youtube#playlistItem,CnX3_Sdtm47qV3DtBwLOezINcmQ,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjFnRjR3Q1otVjhV,1gF4wCZ-V8U,2020-07-06T12:48:17Z
youtube#playlistItem,8d4SOvmlQuLgS4TZ7cy0MILKKvE,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlU2UFNsM3RibmhB,U6PSl3tbnhA,2020-07-02T09:58:06Z
youtube#playlistItem,IZwaNBu1DmxxJxyFAtRHy1kdAhg,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLngyMXN5YmhmX1lr,x21sybhf_Yk,2020-07-01T12:59:48Z
youtube#playlistItem,Ti-fjSq0mnK1fZp1Qf3QgR1H8jI,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlI4V2hlS3Jpb1dZ,R8WheKrioWY,2020-07-01T11:22:28Z
youtube#playlistItem,y1287CvBgo6LtQLIaDoFA80ELg0,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmxHVm50cmV1MmFz,lGVntreu2as,2020-06-30T09:20:01Z
youtube#playlistItem,qoHQgogGHO32IZhOwTDDwHjpYgU,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLm9NaE54eDltbllN,oMhNxx9mnYM,2020-06-29T07:16:58Z
youtube#playlistItem,NgCidxiAbgx4CA1i4HWA-6gKyfs,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkdCbHd2TGVfQ3Bz,GBlwvLe_Cps,2020-06-25T10:37:52Z
youtube#playlistItem,D7g67ZtqV5XWGG9oRnJUz8BIkkM,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnU2ZzE4ZXNJdlQ0,u6g18esIvT4,2020-06-24T11:08:23Z
youtube#playlistItem,shS_HEyH46RWCCyU-TpywIGL5YQ,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmF1UEsyVEpQMUU4,auPK2TJP1E8,2020-06-24T04:09:53Z
youtube#playlistItem,s41u2tyBR5e7UNfNakXOdWlc21w,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkk1VVduZm5PdzFR,I5UWnfnOw1Q,2020-06-23T12:06:36Z
youtube#playlistItem,OVQG_JPmZ2d9CIJ3A4wNf5o5RC8,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkFJTFZvVW1KemtB,AILVoUmJzkA,2020-06-22T15:16:36Z
youtube#playlistItem,995octrXNKE3L0TG-e9ELdNV-_4,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnN3bS1KZGNBVDJF,swm-JdcAT2E,2020-06-18T07:50:11Z
youtube#playlistItem,AXFClVb16MvBiO9ZzO1Mf2byrJc,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLldCWk9yTnJmYkVZ,WBZOrNrfbEY,2020-06-17T10:45:08Z
youtube#playlistItem,iw1q1txeK2Kq8aAiYoTMCkqHZNc,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkRMWm5sYTBfc1Qw,DLZnla0_sT0,2020-06-17T10:40:41Z
youtube#playlistItem,N41ta1MBSxhekCRnn85AHYgjlac,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLk9wak1xVldfNEtR,OpjMqVW_4KQ,2020-06-16T06:39:50Z
youtube#playlistItem,hFmln9V3i8NgOIRUhc5OJU6kH7Y,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLloybWhVaUxsbVRR,Z2mhUiLlmTQ,2020-06-15T09:14:05Z
youtube#playlistItem,59cJXFAF31k2VzactV8ongd48GE,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlVlR3pzazN5Tkg0,UeGzsk3yNH4,2020-06-11T14:05:54Z
youtube#playlistItem,DdbcigTYatcOoMYWQ4Vgz-Ik1kk,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmhzc3FBS2F0cFdZ,hssqAKatpWY,2020-06-10T13:36:59Z
youtube#playlistItem,I7FdsHv-C1G_zIqohD1pkBNROhM,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkIxdk05ZHJzM0tj,B1vM9drs3Kc,2020-06-10T08:26:27Z
youtube#playlistItem,pC3dgEnOQFtIFWGmQwAtZ4-IUxo,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnF2WVB2MEZPeG9J,qvYPv0FOxoI,2020-06-09T08:07:50Z
youtube#playlistItem,axtmqdoWajGWknoiWUzPp0iAk_8,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLm5BUzdRXzdLdnpJ,nAS7Q_7KvzI,2020-06-08T10:48:31Z
youtube#playlistItem,TqOTR9g4VgLVNb8C3_2MjCUmOdY,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmFEQmxQN3ZiN0tv,aDBlP7vb7Ko,2020-06-04T07:24:54Z
youtube#playlistItem,P3rHev2U5HB-B4e3Dqq-vcwrUAo,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjFxRml4SEk0QzFV,1qFixHI4C1U,2020-06-04T07:16:43Z
youtube#playlistItem,c13XwMnR1wFkCOGfEdr9NTcnWBw,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjRKblp1S2ltXzN3,4JnZuKim_3w,2020-06-03T07:07:49Z
youtube#playlistItem,F8SBieVJRjSDgOOVl0dnNq6aWmY,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjlEcVJIWnlIektF,9DqRHZyHzKE,2020-06-02T11:36:36Z
youtube#playlistItem,cN0xEteQyMAIDVaQuXhX_slrHgo,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkRob2c4dGg0TmxZ,Dhog8th4NlY,2020-05-28T10:52:52Z
youtube#playlistItem,m0SgjXzs6jZm66X_yThIsq5uHU0,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjk3RHRTajhDZm84,97DtSj8Cfo8,2020-05-27T13:17:37Z
youtube#playlistItem,88N9T8cTxKAq7bxihfcJ7SrUl2Y,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlhKck84YTJHNHBn,XJrO8a2G4pg,2020-05-27T09:35:31Z
youtube#playlistItem,jA8nNX3Fgfwvz8SHIzagQ8HNJjw,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLmtwV1NCbEFWd3M0,kpWSBlAVws4,2020-05-26T05:23:30Z
youtube#playlistItem,VLf0zNmvV8xI4hAklYqkEHboIMI,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLm1ENU9MSzlvODNv,mD5OLK9o83o,2020-05-25T09:30:57Z
youtube#playlistItem,TMM1q247a2GBRNLJaSsTxNQxdbw,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlhsaUVqZV91SlMw,XliEje_uJS0,2020-05-20T09:26:45Z
youtube#playlistItem,Z0ycY1kc5-VX02AiWYZjNrl8gCA,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlc0cVJ6SFFsUVhJ,W4qRzHQlQXI,2020-05-19T13:57:36Z
youtube#playlistItem,waR454BqRmX-hP72dHsftwbmXRU,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLl9mdXRSRFlScGZn,_futRDYRpfg,2020-05-19T10:29:16Z
youtube#playlistItem,qmdSLL3zmh04R6HDWKfhIhjOQQE,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnpPSllSMkJ2S0tN,zOJYR2BvKKM,2020-05-18T09:37:40Z
youtube#playlistItem,jCtIkdDTzGetnZx8jvwJtSsaVh8,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLnVSMW9RSlRUbk5n,uR1oQJTTnNg,2020-05-14T11:21:42Z
youtube#playlistItem,6JrvBMBZyOsuW1oSCCc6yc9CjEE,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLjFfNDlMTHhtVGln,1_49LLxmTig,2020-05-13T12:41:01Z
youtube#playlistItem,s_LFRSK3eQnJisqvlTNiql63kJw,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLlp1eHJQVVNDejVV,ZuxrPUSCz5U,2020-05-13T09:51:45Z
youtube#playlistItem,UK5VpLjE5UKEKiA0jMbmMgOw0CI,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkYtVWFmc1E1eWZV,F-UafsQ5yfU,2020-05-12T14:06:46Z
youtube#playlistItem,EmVa1URupOqOEPvnYAX-mAZeaO0,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLndnb1RmNjNVaDdz,wgoTf63Uh7s,2020-05-11T08:40:05Z
youtube#playlistItem,EgsKmKm1G0LbVsPqGyYF6si9bG4,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLl9BakpjNG1mck40,_AjJc4mfrN4,2020-05-07T13:48:48Z
youtube#playlistItem,p2eCbDDBwYROtts54Lvu2w1TV-I,VVVxLWIwZHdXOTdZUlpXZ1NDaWtXUVJBLkUybmJiOElaVzJZ,E2nbb8IZW2Y,2020-05-06T07:50:11Z
